bit_position,dimension,threshold,error_count,total,BER
731,243,2,159,881,0.18047673098751418
732,244,0,170,881,0.19296254256526674
733,244,1,246,881,0.2792281498297389
734,244,2,190,881,0.21566401816118047
735,245,0,177,881,0.20090805902383654
736,245,1,244,881,0.27695800227014755
737,245,2,185,881,0.20998864926220204
738,246,0,183,881,0.20771850170261066
739,246,1,206,881,0.23382519863791146
740,246,2,168,881,0.19069239500567536
741,247,0,180,881,0.2043132803632236
742,247,1,239,881,0.27128263337116915
743,247,2,175,881,0.19863791146424517
744,248,0,183,881,0.20771850170261066
745,248,1,225,881,0.25539160045402953
746,248,2,193,881,0.21906923950056753
747,249,0,167,881,0.18955732122587968
748,249,1,210,881,0.2383654937570942
749,249,2,191,881,0.21679909194097616
750,250,0,150,881,0.170261066969353
751,250,1,235,881,0.2667423382519864
752,250,2,192,881,0.21793416572077184
753,251,0,180,881,0.2043132803632236
754,251,1,245,881,0.27809307604994327
755,251,2,199,881,0.22587968217934165
756,252,0,165,881,0.1872871736662883
757,252,1,235,881,0.2667423382519864
758,252,2,188,881,0.2133938706015891
759,253,0,178,881,0.20204313280363223
760,253,1,236,881,0.26787741203178206
761,253,2,174,881,0.19750283768444948
762,254,0,167,881,0.18955732122587968
763,254,1,225,881,0.25539160045402953
764,254,2,194,881,0.22020431328036322
765,255,0,174,881,0.19750283768444948
766,255,1,226,881,0.2565266742338252
767,255,2,181,881,0.2054483541430193
768,256,0,183,881,0.20771850170261066
769,256,1,237,881,0.2690124858115778
770,256,2,196,881,0.2224744608399546
771,257,0,165,881,0.1872871736662883
772,257,1,232,881,0.2633371169125993
773,257,2,189,881,0.21452894438138478
774,258,0,183,881,0.20771850170261066
775,258,1,223,881,0.25312145289443816
776,258,2,164,881,0.18615209988649262
777,259,0,163,881,0.18501702610669693
778,259,1,227,881,0.2576617480136209
779,259,2,168,881,0.19069239500567536
780,260,0,190,881,0.21566401816118047
781,260,1,233,881,0.264472190692395
782,260,2,164,881,0.18615209988649262
783,261,0,185,881,0.20998864926220204
784,261,1,234,881,0.2656072644721907
785,261,2,206,881,0.23382519863791146
786,262,0,176,881,0.19977298524404086
787,262,1,244,881,0.27695800227014755
788,262,2,176,881,0.19977298524404086
789,263,0,180,881,0.2043132803632236
790,263,1,254,881,0.2883087400681044
791,263,2,176,881,0.19977298524404086
792,264,0,152,881,0.17253121452894438
793,264,1,213,881,0.24177071509648126
794,264,2,156,881,0.17707150964812712
795,265,0,174,881,0.19750283768444948
796,265,1,208,881,0.23609534619750283
797,265,2,192,881,0.21793416572077184
798,266,0,181,881,0.2054483541430193
799,266,1,231,881,0.26220204313280365
800,266,2,183,881,0.20771850170261066
801,267,0,177,881,0.20090805902383654
802,267,1,223,881,0.25312145289443816
803,267,2,209,881,0.23723041997729852
804,268,0,181,881,0.2054483541430193
805,268,1,201,881,0.22814982973893302
806,268,2,171,881,0.19409761634506242
807,269,0,180,881,0.2043132803632236
808,269,1,242,881,0.2746878547105562
809,269,2,197,881,0.22360953461975028
810,270,0,190,881,0.21566401816118047
811,270,1,193,881,0.21906923950056753
812,270,2,152,881,0.17253121452894438
813,271,0,187,881,0.2122587968217934
814,271,1,239,881,0.27128263337116915
815,271,2,224,881,0.2542565266742338
816,272,0,160,881,0.18161180476730987
817,272,1,244,881,0.27695800227014755
818,272,2,180,881,0.2043132803632236
819,273,0,173,881,0.1963677639046538
820,273,1,192,881,0.21793416572077184
821,273,2,159,881,0.18047673098751418
822,274,0,182,881,0.20658342792281498
823,274,1,227,881,0.2576617480136209
824,274,2,187,881,0.2122587968217934
825,275,0,175,881,0.19863791146424517
826,275,1,212,881,0.24063564131668558
827,275,2,191,881,0.21679909194097616
828,276,0,196,881,0.2224744608399546
829,276,1,217,881,0.246311010215664
830,276,2,177,881,0.20090805902383654
831,277,0,180,881,0.2043132803632236
832,277,1,237,881,0.2690124858115778
833,277,2,185,881,0.20998864926220204
834,278,0,183,881,0.20771850170261066
835,278,1,227,881,0.2576617480136209
836,278,2,168,881,0.19069239500567536
837,279,0,156,881,0.17707150964812712
838,279,1,214,881,0.24290578887627695
839,279,2,142,881,0.1611804767309875
840,280,0,181,881,0.2054483541430193
841,280,1,209,881,0.23723041997729852
842,280,2,192,881,0.21793416572077184
843,281,0,167,881,0.18955732122587968
844,281,1,227,881,0.2576617480136209
845,281,2,158,881,0.1793416572077185
846,282,0,200,881,0.22701475595913734
847,282,1,213,881,0.24177071509648126
848,282,2,171,881,0.19409761634506242
849,283,0,192,881,0.21793416572077184
850,283,1,254,881,0.2883087400681044
851,283,2,199,881,0.22587968217934165
852,284,0,173,881,0.1963677639046538
853,284,1,237,881,0.2690124858115778
854,284,2,175,881,0.19863791146424517
855,285,0,185,881,0.20998864926220204
856,285,1,225,881,0.25539160045402953
857,285,2,171,881,0.19409761634506242
858,286,0,183,881,0.20771850170261066
859,286,1,238,881,0.27014755959137343
860,286,2,191,881,0.21679909194097616
861,287,0,198,881,0.22474460839954596
862,287,1,221,881,0.2508513053348468
863,287,2,191,881,0.21679909194097616
864,288,0,186,881,0.21112372304199772
865,288,1,262,881,0.2973893303064699
866,288,2,195,881,0.2213393870601589
867,289,0,198,881,0.22474460839954596
868,289,1,214,881,0.24290578887627695
869,289,2,159,881,0.18047673098751418
870,290,0,175,881,0.19863791146424517
871,290,1,238,881,0.27014755959137343
872,290,2,174,881,0.19750283768444948
873,291,0,176,881,0.19977298524404086
874,291,1,242,881,0.2746878547105562
875,291,2,186,881,0.21112372304199772
876,292,0,169,881,0.19182746878547105
877,292,1,237,881,0.2690124858115778
878,292,2,179,881,0.20317820658342792
879,293,0,150,881,0.170261066969353
880,293,1,210,881,0.2383654937570942
881,293,2,187,881,0.2122587968217934
882,294,0,177,881,0.20090805902383654
883,294,1,219,881,0.24858115777525538
884,294,2,199,881,0.22587968217934165
885,295,0,192,881,0.21793416572077184
886,295,1,237,881,0.2690124858115778
887,295,2,190,881,0.21566401816118047
888,296,0,182,881,0.20658342792281498
889,296,1,235,881,0.2667423382519864
890,296,2,177,881,0.20090805902383654
891,297,0,160,881,0.18161180476730987
892,297,1,239,881,0.27128263337116915
893,297,2,193,881,0.21906923950056753
894,298,0,179,881,0.20317820658342792
895,298,1,200,881,0.22701475595913734
896,298,2,187,881,0.2122587968217934
897,299,0,194,881,0.22020431328036322
898,299,1,223,881,0.25312145289443816
899,299,2,186,881,0.21112372304199772
900,300,0,165,881,0.1872871736662883
901,300,1,215,881,0.24404086265607264
902,300,2,187,881,0.2122587968217934
903,301,0,188,881,0.2133938706015891
904,301,1,215,881,0.24404086265607264
905,301,2,175,881,0.19863791146424517
906,302,0,180,881,0.2043132803632236
907,302,1,230,881,0.26106696935300794
908,302,2,177,881,0.20090805902383654
909,303,0,166,881,0.188422247446084
910,303,1,218,881,0.2474460839954597
911,303,2,181,881,0.2054483541430193
912,304,0,196,881,0.2224744608399546
913,304,1,232,881,0.2633371169125993
914,304,2,186,881,0.21112372304199772
915,305,0,177,881,0.20090805902383654
916,305,1,227,881,0.2576617480136209
917,305,2,152,881,0.17253121452894438
918,306,0,161,881,0.18274687854710556
919,306,1,248,881,0.2814982973893303
920,306,2,158,881,0.1793416572077185
921,307,0,159,881,0.18047673098751418
922,307,1,213,881,0.24177071509648126
923,307,2,171,881,0.19409761634506242
924,308,0,193,881,0.21906923950056753
925,308,1,238,881,0.27014755959137343
926,308,2,191,881,0.21679909194097616
927,309,0,191,881,0.21679909194097616
928,309,1,224,881,0.2542565266742338
929,309,2,181,881,0.2054483541430193
930,310,0,170,881,0.19296254256526674
931,310,1,242,881,0.2746878547105562
932,310,2,172,881,0.1952326901248581
933,311,0,177,881,0.20090805902383654
934,311,1,230,881,0.26106696935300794
935,311,2,163,881,0.18501702610669693
936,312,0,151,881,0.1713961407491487
937,312,1,231,881,0.26220204313280365
938,312,2,167,881,0.18955732122587968
939,313,0,189,881,0.21452894438138478
940,313,1,201,881,0.22814982973893302
941,313,2,159,881,0.18047673098751418
942,314,0,179,881,0.20317820658342792
943,314,1,215,881,0.24404086265607264
944,314,2,168,881,0.19069239500567536
945,315,0,165,881,0.1872871736662883
946,315,1,252,881,0.28603859250851305
947,315,2,193,881,0.21906923950056753
948,316,0,170,881,0.19296254256526674
949,316,1,220,881,0.24971623155505107
950,316,2,173,881,0.1963677639046538
951,317,0,189,881,0.21452894438138478
952,317,1,245,881,0.27809307604994327
953,317,2,192,881,0.21793416572077184
954,318,0,190,881,0.21566401816118047
955,318,1,224,881,0.2542565266742338
956,318,2,188,881,0.2133938706015891
957,319,0,178,881,0.20204313280363223
958,319,1,241,881,0.2735527809307605
959,319,2,179,881,0.20317820658342792
960,320,0,157,881,0.1782065834279228
961,320,1,241,881,0.2735527809307605
962,320,2,165,881,0.1872871736662883
963,321,0,150,881,0.170261066969353
964,321,1,220,881,0.24971623155505107
965,321,2,167,881,0.18955732122587968
966,322,0,190,881,0.21566401816118047
967,322,1,223,881,0.25312145289443816
968,322,2,176,881,0.19977298524404086
969,323,0,166,881,0.188422247446084
970,323,1,235,881,0.2667423382519864
971,323,2,196,881,0.2224744608399546
972,324,0,154,881,0.17480136208853575
973,324,1,195,881,0.2213393870601589
974,324,2,202,881,0.2292849035187287
975,325,0,185,881,0.20998864926220204
976,325,1,222,881,0.25198637911464244
977,325,2,159,881,0.18047673098751418
978,326,0,180,881,0.2043132803632236
979,326,1,227,881,0.2576617480136209
980,326,2,206,881,0.23382519863791146
981,327,0,174,881,0.19750283768444948
982,327,1,222,881,0.25198637911464244
983,327,2,175,881,0.19863791146424517
984,328,0,184,881,0.20885357548240635
985,328,1,220,881,0.24971623155505107
986,328,2,189,881,0.21452894438138478
987,329,0,165,881,0.1872871736662883
988,329,1,246,881,0.2792281498297389
989,329,2,200,881,0.22701475595913734
990,330,0,188,881,0.2133938706015891
991,330,1,266,881,0.30192962542565266
992,330,2,191,881,0.21679909194097616
993,331,0,162,881,0.18388195232690124
994,331,1,218,881,0.2474460839954597
995,331,2,180,881,0.2043132803632236
996,332,0,188,881,0.2133938706015891
997,332,1,257,881,0.2917139614074915
998,332,2,156,881,0.17707150964812712
999,333,0,159,881,0.18047673098751418
1000,333,1,236,881,0.26787741203178206
1001,333,2,199,881,0.22587968217934165
1002,334,0,176,881,0.19977298524404086
1003,334,1,204,881,0.23155505107832008
1004,334,2,183,881,0.20771850170261066
1005,335,0,172,881,0.1952326901248581
1006,335,1,234,881,0.2656072644721907
1007,335,2,173,881,0.1963677639046538
1008,336,0,187,881,0.2122587968217934
1009,336,1,231,881,0.26220204313280365
1010,336,2,174,881,0.19750283768444948
1011,337,0,174,881,0.19750283768444948
1012,337,1,236,881,0.26787741203178206
1013,337,2,184,881,0.20885357548240635
1014,338,0,178,881,0.20204313280363223
1015,338,1,208,881,0.23609534619750283
1016,338,2,152,881,0.17253121452894438
1017,339,0,171,881,0.19409761634506242
1018,339,1,244,881,0.27695800227014755
1019,339,2,161,881,0.18274687854710556
1020,340,0,211,881,0.2395005675368899
1021,340,1,229,881,0.2599318955732123
1022,340,2,169,881,0.19182746878547105
1023,341,0,164,881,0.18615209988649262
1024,341,1,221,881,0.2508513053348468
1025,341,2,156,881,0.17707150964812712
1026,342,0,171,881,0.19409761634506242
1027,342,1,230,881,0.26106696935300794
1028,342,2,174,881,0.19750283768444948
1029,343,0,159,881,0.18047673098751418
1030,343,1,228,881,0.25879682179341656
1031,343,2,193,881,0.21906923950056753
1032,344,0,163,881,0.18501702610669693
1033,344,1,218,881,0.2474460839954597
1034,344,2,185,881,0.20998864926220204
1035,345,0,180,881,0.2043132803632236
1036,345,1,234,881,0.2656072644721907
1037,345,2,174,881,0.19750283768444948
1038,346,0,183,881,0.20771850170261066
1039,346,1,226,881,0.2565266742338252
1040,346,2,181,881,0.2054483541430193
1041,347,0,170,881,0.19296254256526674
1042,347,1,222,881,0.25198637911464244
1043,347,2,168,881,0.19069239500567536
1044,348,0,158,881,0.1793416572077185
1045,348,1,215,881,0.24404086265607264
1046,348,2,174,881,0.19750283768444948
1047,349,0,174,881,0.19750283768444948
1048,349,1,224,881,0.2542565266742338
1049,349,2,171,881,0.19409761634506242
1050,350,0,182,881,0.20658342792281498
1051,350,1,242,881,0.2746878547105562
1052,350,2,175,881,0.19863791146424517
1053,351,0,156,881,0.17707150964812712
1054,351,1,252,881,0.28603859250851305
1055,351,2,193,881,0.21906923950056753
1056,352,0,168,881,0.19069239500567536
1057,352,1,230,881,0.26106696935300794
1058,352,2,186,881,0.21112372304199772
1059,353,0,183,881,0.20771850170261066
1060,353,1,210,881,0.2383654937570942
1061,353,2,169,881,0.19182746878547105
1062,354,0,201,881,0.22814982973893302
1063,354,1,233,881,0.264472190692395
1064,354,2,176,881,0.19977298524404086
1065,355,0,150,881,0.170261066969353
1066,355,1,238,881,0.27014755959137343
1067,355,2,173,881,0.1963677639046538
1068,356,0,177,881,0.20090805902383654
1069,356,1,214,881,0.24290578887627695
1070,356,2,189,881,0.21452894438138478
1071,357,0,162,881,0.18388195232690124
1072,357,1,180,881,0.2043132803632236
1073,357,2,192,881,0.21793416572077184
1074,358,0,146,881,0.16572077185017026
1075,358,1,214,881,0.24290578887627695
1076,358,2,171,881,0.19409761634506242
1077,359,0,197,881,0.22360953461975028
1078,359,1,248,881,0.2814982973893303
1079,359,2,193,881,0.21906923950056753
1080,360,0,142,881,0.1611804767309875
1081,360,1,211,881,0.2395005675368899
1082,360,2,181,881,0.2054483541430193
1083,361,0,172,881,0.1952326901248581
1084,361,1,233,881,0.264472190692395
1085,361,2,199,881,0.22587968217934165
1086,362,0,177,881,0.20090805902383654
1087,362,1,212,881,0.24063564131668558
1088,362,2,179,881,0.20317820658342792
1089,363,0,180,881,0.2043132803632236
1090,363,1,221,881,0.2508513053348468
1091,363,2,174,881,0.19750283768444948
1092,364,0,199,881,0.22587968217934165
1093,364,1,198,881,0.22474460839954596
1094,364,2,190,881,0.21566401816118047
1095,365,0,155,881,0.17593643586833144
1096,365,1,213,881,0.24177071509648126
1097,365,2,165,881,0.1872871736662883
1098,366,0,151,881,0.1713961407491487
1099,366,1,231,881,0.26220204313280365
1100,366,2,177,881,0.20090805902383654
1101,367,0,181,881,0.2054483541430193
1102,367,1,240,881,0.2724177071509648
1103,367,2,180,881,0.2043132803632236
1104,368,0,158,881,0.1793416572077185
1105,368,1,233,881,0.264472190692395
1106,368,2,193,881,0.21906923950056753
1107,369,0,205,881,0.23269012485811577
1108,369,1,235,881,0.2667423382519864
1109,369,2,195,881,0.2213393870601589
1110,370,0,165,881,0.1872871736662883
1111,370,1,199,881,0.22587968217934165
1112,370,2,170,881,0.19296254256526674
1113,371,0,172,881,0.1952326901248581
1114,371,1,254,881,0.2883087400681044
1115,371,2,179,881,0.20317820658342792
1116,372,0,163,881,0.18501702610669693
1117,372,1,220,881,0.24971623155505107
1118,372,2,200,881,0.22701475595913734
1119,373,0,172,881,0.1952326901248581
1120,373,1,216,881,0.24517593643586832
1121,373,2,189,881,0.21452894438138478
1122,374,0,169,881,0.19182746878547105
1123,374,1,201,881,0.22814982973893302
1124,374,2,180,881,0.2043132803632236
1125,375,0,188,881,0.2133938706015891
1126,375,1,243,881,0.2758229284903519
1127,375,2,175,881,0.19863791146424517
1128,376,0,141,881,0.16004540295119182
1129,376,1,240,881,0.2724177071509648
1130,376,2,204,881,0.23155505107832008
1131,377,0,177,881,0.20090805902383654
1132,377,1,214,881,0.24290578887627695
1133,377,2,195,881,0.2213393870601589
1134,378,0,177,881,0.20090805902383654
1135,378,1,225,881,0.25539160045402953
1136,378,2,183,881,0.20771850170261066
1137,379,0,181,881,0.2054483541430193
1138,379,1,228,881,0.25879682179341656
1139,379,2,189,881,0.21452894438138478
1140,380,0,176,881,0.19977298524404086
1141,380,1,209,881,0.23723041997729852
1142,380,2,143,881,0.1623155505107832
1143,381,0,160,881,0.18161180476730987
1144,381,1,233,881,0.264472190692395
1145,381,2,183,881,0.20771850170261066
1146,382,0,163,881,0.18501702610669693
1147,382,1,221,881,0.2508513053348468
1148,382,2,180,881,0.2043132803632236
1149,383,0,175,881,0.19863791146424517
1150,383,1,234,881,0.2656072644721907
1151,383,2,186,881,0.21112372304199772
1152,384,0,191,881,0.21679909194097616
1153,384,1,243,881,0.2758229284903519
1154,384,2,169,881,0.19182746878547105
1155,385,0,168,881,0.19069239500567536
1156,385,1,234,881,0.2656072644721907
1157,385,2,175,881,0.19863791146424517
1158,386,0,175,881,0.19863791146424517
1159,386,1,206,881,0.23382519863791146
1160,386,2,178,881,0.20204313280363223
1161,387,0,181,881,0.2054483541430193
1162,387,1,256,881,0.2905788876276958
1163,387,2,217,881,0.246311010215664
1164,388,0,196,881,0.2224744608399546
1165,388,1,248,881,0.2814982973893303
1166,388,2,181,881,0.2054483541430193
1167,389,0,156,881,0.17707150964812712
1168,389,1,224,881,0.2542565266742338
1169,389,2,205,881,0.23269012485811577
1170,390,0,188,881,0.2133938706015891
1171,390,1,251,881,0.2849035187287174
1172,390,2,191,881,0.21679909194097616
1173,391,0,172,881,0.1952326901248581
1174,391,1,242,881,0.2746878547105562
1175,391,2,209,881,0.23723041997729852
1176,392,0,197,881,0.22360953461975028
1177,392,1,227,881,0.2576617480136209
1178,392,2,190,881,0.21566401816118047
1179,393,0,174,881,0.19750283768444948
1180,393,1,221,881,0.2508513053348468
1181,393,2,192,881,0.21793416572077184
1182,394,0,202,881,0.2292849035187287
1183,394,1,219,881,0.24858115777525538
1184,394,2,163,881,0.18501702610669693
1185,395,0,151,881,0.1713961407491487
1186,395,1,201,881,0.22814982973893302
1187,395,2,210,881,0.2383654937570942
1188,396,0,158,881,0.1793416572077185
1189,396,1,201,881,0.22814982973893302
1190,396,2,194,881,0.22020431328036322
1191,397,0,161,881,0.18274687854710556
1192,397,1,243,881,0.2758229284903519
1193,397,2,186,881,0.21112372304199772
1194,398,0,142,881,0.1611804767309875
1195,398,1,210,881,0.2383654937570942
1196,398,2,205,881,0.23269012485811577
1197,399,0,199,881,0.22587968217934165
1198,399,1,224,881,0.2542565266742338
1199,399,2,160,881,0.18161180476730987
1200,400,0,179,881,0.20317820658342792
1201,400,1,230,881,0.26106696935300794
1202,400,2,181,881,0.2054483541430193
1203,401,0,171,881,0.19409761634506242
1204,401,1,252,881,0.28603859250851305
1205,401,2,133,881,0.15096481271282633
1206,402,0,167,881,0.18955732122587968
1207,402,1,232,881,0.2633371169125993
1208,402,2,169,881,0.19182746878547105
1209,403,0,174,881,0.19750283768444948
1210,403,1,242,881,0.2746878547105562
1211,403,2,174,881,0.19750283768444948
1212,404,0,180,881,0.2043132803632236
1213,404,1,224,881,0.2542565266742338
1214,404,2,162,881,0.18388195232690124
1215,405,0,151,881,0.1713961407491487
1216,405,1,208,881,0.23609534619750283
1217,405,2,176,881,0.19977298524404086
1218,406,0,175,881,0.19863791146424517
1219,406,1,209,881,0.23723041997729852
1220,406,2,204,881,0.23155505107832008
1221,407,0,185,881,0.20998864926220204
1222,407,1,227,881,0.2576617480136209
1223,407,2,171,881,0.19409761634506242
1224,408,0,160,881,0.18161180476730987
1225,408,1,211,881,0.2395005675368899
1226,408,2,185,881,0.20998864926220204
1227,409,0,179,881,0.20317820658342792
1228,409,1,233,881,0.264472190692395
1229,409,2,191,881,0.21679909194097616
1230,410,0,154,881,0.17480136208853575
1231,410,1,222,881,0.25198637911464244
1232,410,2,171,881,0.19409761634506242
1233,411,0,177,881,0.20090805902383654
1234,411,1,214,881,0.24290578887627695
1235,411,2,176,881,0.19977298524404086
1236,412,0,178,881,0.20204313280363223
1237,412,1,222,881,0.25198637911464244
1238,412,2,159,881,0.18047673098751418
1239,413,0,193,881,0.21906923950056753
1240,413,1,234,881,0.2656072644721907
1241,413,2,180,881,0.2043132803632236
1242,414,0,193,881,0.21906923950056753
1243,414,1,240,881,0.2724177071509648
1244,414,2,165,881,0.1872871736662883
1245,415,0,174,881,0.19750283768444948
1246,415,1,240,881,0.2724177071509648
1247,415,2,150,881,0.170261066969353
1248,416,0,179,881,0.20317820658342792
1249,416,1,216,881,0.24517593643586832
1250,416,2,207,881,0.23496027241770714
1251,417,0,182,881,0.20658342792281498
1252,417,1,239,881,0.27128263337116915
1253,417,2,184,881,0.20885357548240635
1254,418,0,158,881,0.1793416572077185
1255,418,1,206,881,0.23382519863791146
1256,418,2,169,881,0.19182746878547105
1257,419,0,175,881,0.19863791146424517
1258,419,1,211,881,0.2395005675368899
1259,419,2,153,881,0.17366628830874006
1260,420,0,174,881,0.19750283768444948
1261,420,1,209,881,0.23723041997729852
1262,420,2,182,881,0.20658342792281498
1263,421,0,157,881,0.1782065834279228
1264,421,1,223,881,0.25312145289443816
1265,421,2,179,881,0.20317820658342792
1266,422,0,168,881,0.19069239500567536
1267,422,1,216,881,0.24517593643586832
1268,422,2,151,881,0.1713961407491487
1269,423,0,203,881,0.2304199772985244
1270,423,1,255,881,0.28944381384790013
1271,423,2,158,881,0.1793416572077185
1272,424,0,155,881,0.17593643586833144
1273,424,1,224,881,0.2542565266742338
1274,424,2,203,881,0.2304199772985244
1275,425,0,185,881,0.20998864926220204
1276,425,1,222,881,0.25198637911464244
1277,425,2,173,881,0.1963677639046538
1278,426,0,179,881,0.20317820658342792
1279,426,1,242,881,0.2746878547105562
1280,426,2,183,881,0.20771850170261066
1281,427,0,196,881,0.2224744608399546
1282,427,1,230,881,0.26106696935300794
1283,427,2,183,881,0.20771850170261066
1284,428,0,174,881,0.19750283768444948
1285,428,1,224,881,0.2542565266742338
1286,428,2,164,881,0.18615209988649262
1287,429,0,178,881,0.20204313280363223
1288,429,1,225,881,0.25539160045402953
1289,429,2,157,881,0.1782065834279228
1290,430,0,164,881,0.18615209988649262
1291,430,1,223,881,0.25312145289443816
1292,430,2,206,881,0.23382519863791146
1293,431,0,165,881,0.1872871736662883
1294,431,1,235,881,0.2667423382519864
1295,431,2,182,881,0.20658342792281498
1296,432,0,211,881,0.2395005675368899
1297,432,1,247,881,0.28036322360953464
1298,432,2,171,881,0.19409761634506242
1299,433,0,175,881,0.19863791146424517
1300,433,1,229,881,0.2599318955732123
1301,433,2,195,881,0.2213393870601589
1302,434,0,159,881,0.18047673098751418
1303,434,1,245,881,0.27809307604994327
1304,434,2,196,881,0.2224744608399546
1305,435,0,167,881,0.18955732122587968
1306,435,1,200,881,0.22701475595913734
1307,435,2,155,881,0.17593643586833144
1308,436,0,179,881,0.20317820658342792
1309,436,1,231,881,0.26220204313280365
1310,436,2,173,881,0.1963677639046538
1311,437,0,187,881,0.2122587968217934
1312,437,1,246,881,0.2792281498297389
1313,437,2,159,881,0.18047673098751418
1314,438,0,194,881,0.22020431328036322
1315,438,1,221,881,0.2508513053348468
1316,438,2,167,881,0.18955732122587968
1317,439,0,193,881,0.21906923950056753
1318,439,1,218,881,0.2474460839954597
1319,439,2,162,881,0.18388195232690124
1320,440,0,179,881,0.20317820658342792
1321,440,1,230,881,0.26106696935300794
1322,440,2,182,881,0.20658342792281498
1323,441,0,186,881,0.21112372304199772
1324,441,1,238,881,0.27014755959137343
1325,441,2,177,881,0.20090805902383654
1326,442,0,166,881,0.188422247446084
1327,442,1,232,881,0.2633371169125993
1328,442,2,182,881,0.20658342792281498
1329,443,0,212,881,0.24063564131668558
1330,443,1,233,881,0.264472190692395
1331,443,2,155,881,0.17593643586833144
1332,444,0,179,881,0.20317820658342792
1333,444,1,203,881,0.2304199772985244
1334,444,2,172,881,0.1952326901248581
1335,445,0,157,881,0.1782065834279228
1336,445,1,249,881,0.282633371169126
1337,445,2,206,881,0.23382519863791146
1338,446,0,178,881,0.20204313280363223
1339,446,1,253,881,0.28717366628830876
1340,446,2,157,881,0.1782065834279228
1341,447,0,182,881,0.20658342792281498
1342,447,1,235,881,0.2667423382519864
1343,447,2,164,881,0.18615209988649262
1344,448,0,174,881,0.19750283768444948
1345,448,1,213,881,0.24177071509648126
1346,448,2,179,881,0.20317820658342792
1347,449,0,186,881,0.21112372304199772
1348,449,1,241,881,0.2735527809307605
1349,449,2,174,881,0.19750283768444948
1350,450,0,187,881,0.2122587968217934
1351,450,1,211,881,0.2395005675368899
1352,450,2,190,881,0.21566401816118047
1353,451,0,202,881,0.2292849035187287
1354,451,1,222,881,0.25198637911464244
1355,451,2,179,881,0.20317820658342792
1356,452,0,195,881,0.2213393870601589
1357,452,1,218,881,0.2474460839954597
1358,452,2,188,881,0.2133938706015891
1359,453,0,153,881,0.17366628830874006
1360,453,1,233,881,0.264472190692395
1361,453,2,225,881,0.25539160045402953
1362,454,0,182,881,0.20658342792281498
1363,454,1,260,881,0.29511918274687854
1364,454,2,157,881,0.1782065834279228
1365,455,0,174,881,0.19750283768444948
1366,455,1,246,881,0.2792281498297389
1367,455,2,165,881,0.1872871736662883
1368,456,0,189,881,0.21452894438138478
1369,456,1,234,881,0.2656072644721907
1370,456,2,205,881,0.23269012485811577
1371,457,0,146,881,0.16572077185017026
1372,457,1,219,881,0.24858115777525538
1373,457,2,190,881,0.21566401816118047
1374,458,0,199,881,0.22587968217934165
1375,458,1,207,881,0.23496027241770714
1376,458,2,159,881,0.18047673098751418
1377,459,0,183,881,0.20771850170261066
1378,459,1,240,881,0.2724177071509648
1379,459,2,161,881,0.18274687854710556
1380,460,0,169,881,0.19182746878547105
1381,460,1,241,881,0.2735527809307605
1382,460,2,166,881,0.188422247446084
1383,461,0,172,881,0.1952326901248581
1384,461,1,221,881,0.2508513053348468
1385,461,2,187,881,0.2122587968217934
1386,462,0,168,881,0.19069239500567536
1387,462,1,261,881,0.29625425652667425
1388,462,2,192,881,0.21793416572077184
1389,463,0,163,881,0.18501702610669693
1390,463,1,244,881,0.27695800227014755
1391,463,2,181,881,0.2054483541430193
1392,464,0,177,881,0.20090805902383654
1393,464,1,238,881,0.27014755959137343
1394,464,2,191,881,0.21679909194097616
1395,465,0,168,881,0.19069239500567536
1396,465,1,207,881,0.23496027241770714
1397,465,2,164,881,0.18615209988649262
1398,466,0,173,881,0.1963677639046538
1399,466,1,219,881,0.24858115777525538
1400,466,2,195,881,0.2213393870601589
1401,467,0,199,881,0.22587968217934165
1402,467,1,213,881,0.24177071509648126
1403,467,2,177,881,0.20090805902383654
1404,468,0,181,881,0.2054483541430193
1405,468,1,240,881,0.2724177071509648
1406,468,2,167,881,0.18955732122587968
1407,469,0,221,881,0.2508513053348468
1408,469,1,259,881,0.2939841089670829
1409,469,2,174,881,0.19750283768444948
1410,470,0,172,881,0.1952326901248581
1411,470,1,236,881,0.26787741203178206
1412,470,2,203,881,0.2304199772985244
1413,471,0,195,881,0.2213393870601589
1414,471,1,252,881,0.28603859250851305
1415,471,2,189,881,0.21452894438138478
1416,472,0,201,881,0.22814982973893302
1417,472,1,225,881,0.25539160045402953
1418,472,2,160,881,0.18161180476730987
1419,473,0,152,881,0.17253121452894438
1420,473,1,215,881,0.24404086265607264
1421,473,2,176,881,0.19977298524404086
1422,474,0,182,881,0.20658342792281498
1423,474,1,245,881,0.27809307604994327
1424,474,2,186,881,0.21112372304199772
1425,475,0,181,881,0.2054483541430193
1426,475,1,238,881,0.27014755959137343
1427,475,2,190,881,0.21566401816118047
1428,476,0,191,881,0.21679909194097616
1429,476,1,197,881,0.22360953461975028
1430,476,2,160,881,0.18161180476730987
1431,477,0,189,881,0.21452894438138478
1432,477,1,238,881,0.27014755959137343
1433,477,2,163,881,0.18501702610669693
1434,478,0,180,881,0.2043132803632236
1435,478,1,223,881,0.25312145289443816
1436,478,2,186,881,0.21112372304199772
1437,479,0,190,881,0.21566401816118047
1438,479,1,235,881,0.2667423382519864
1439,479,2,190,881,0.21566401816118047
1440,480,0,171,881,0.19409761634506242
1441,480,1,229,881,0.2599318955732123
1442,480,2,178,881,0.20204313280363223
1443,481,0,170,881,0.19296254256526674
