dim,f_stat,p_value,p_adj_fdr,significant_after_fdr,eta_sq
412,1.6930268122766894,0.13544235475492727,0.33945171038393074,False,0.02303656649908687
96,1.6910512524287415,0.13591328247794102,0.33945171038393074,False,0.023010300097609553
140,1.686697514653291,0.13695634667015888,0.33947866398584003,False,0.022952417443686143
22,1.6854765424061857,0.13725016297865017,0.33947866398584003,False,0.022936183582686988
366,1.6720267652590428,0.14052463838115645,0.3450819999413594,False,0.02275732202814885
495,1.6706509003607746,0.14086355075731272,0.3450819999413594,False,0.02273902188617569
432,1.6669888853665336,0.14176919905777735,0.34516928320182594,False,0.02269031305389662
175,1.6630989189410168,0.1427369691903645,0.34516928320182594,False,0.02263856242735876
90,1.662359268473778,0.14292165632575604,0.34516928320182594,False,0.02262872418850118
254,1.651208978973688,0.14573202943978458,0.3503042210007967,False,0.022480351304573064
54,1.6421814232666572,0.1480436903050128,0.3541979880194699,False,0.022360194135491333
424,1.6375450751473866,0.14924366536398695,0.35448188076268466,False,0.02229847202720693
504,1.6363782133438876,0.1495470434467576,0.35448188076268466,False,0.022282933224249114
381,1.6296528258720098,0.1513064196632077,0.35699947865236104,False,0.02219338951085405
160,1.624509260353378,0.15266448707954342,0.35855145589323956,False,0.022124888774343918
13,1.6194717790059157,0.15400511761004743,0.3600484941385584,False,0.022057793881985737
262,1.608863852039313,0.15686271834606255,0.3626450990760701,False,0.021916473060620077
459,1.6083539780734435,0.15700125605536927,0.3626450990760701,False,0.021909686762003413
77,1.6074738653228806,0.15724064842751478,0.3626450990760701,False,0.0218979590360996
314,1.5995057007274744,0.15942288227775248,0.36344101748290797,False,0.02179177830699488
180,1.5965334330543384,0.16024378848297008,0.36344101748290797,False,0.021752161218820818
212,1.59342511751177,0.16110629880548574,0.36344101748290797,False,0.02171073714660601
111,1.5923844669016725,0.16139598656102996,0.36344101748290797,False,0.02169686074076376
240,1.5909565253236666,0.1617942404194666,0.36344101748290797,False,0.021677828943425882
268,1.5896221025323747,0.16216720275950428,0.36344101748290797,False,0.021660038886873182
438,1.5882386601615768,0.16255467383512875,0.36344101748290797,False,0.021641593401509295
293,1.5772935669463115,0.16564930314999068,0.3687497530991097,False,0.021495661725987967
403,1.5663591756028183,0.1687930653266373,0.37405375011036274,False,0.02134982966941081
384,1.563948967685577,0.16949310551875812,0.37405375011036274,False,0.02131767865151309
266,1.5599814688366682,0.17065106306925626,0.37499289395476054,False,0.0212647477537555
338,1.5420796727910633,0.17596342178375166,0.3850139827063284,False,0.021025852624181524
72,1.5305007261418242,0.1794767512737028,0.3900773640564934,False,0.02087127287314183
73,1.5271623985535512,0.18050109083293886,0.3900773640564934,False,0.02082669271573238
365,1.5269606678981944,0.18056315484646276,0.3900773640564934,False,0.020824004169281464
85,1.5200334886720588,0.18270577784622494,0.3930477237700301,False,0.020731490196963746
453,1.511176725296694,0.18547775585658194,0.3973414686132634,False,0.020613183709038106
373,1.5030319968388568,0.1880593743203905,0.4011933318834997,False,0.020504365621161452
324,1.4971503489944498,0.18994318475462513,0.4034423780863482,False,0.020425764999250293
474,1.4948341114085755,0.1906895615173755,0.4034423780863482,False,0.02039480814919952
193,1.490562136696593,0.19207287439361467,0.4046967559239947,False,0.020337711678739167
420,1.4865161075268176,0.1933910960745049,0.40580426717273155,False,0.020283620009227524
238,1.4821597168045466,0.19481925406183553,0.4069526514260259,False,0.020225386395597796
376,1.4800080207146256,0.19552803173984837,0.4069526514260259,False,0.02019661700146493
287,1.4690232506379772,0.1991815617034813,0.4122850220690695,False,0.020049719987552984
230,1.4674770690759684,0.19970055756470553,0.4122850220690695,False,0.020029037754657416
332,1.4636977827052382,0.20097407130306993,0.41324788958703534,False,0.01997848419679864
75,1.4561485114148198,0.20353907766972873,0.41684803106760443,False,0.019877491448956557
229,1.4523846180933044,0.20482849607118359,0.4172431999296614,False,0.01982712810613476
36,1.4488983472340398,0.20602910981630196,0.4172431999296614,False,0.01978047496761357
430,1.446373552702315,0.20690240322779233,0.4172431999296614,False,0.01974668684541826
218,1.4443714610370515,0.20759717346462334,0.4172431999296614,False,0.01971989685248999
300,1.443768894042927,0.2078066718399681,0.4172431999296614,False,0.019711827612294387
125,1.4389275819188694,0.20949651876315667,0.4176097899519178,False,0.019647032394017237
8,1.4348597774455396,0.21092552860613406,0.4176097899519178,False,0.019592575040764833
449,1.4347203442558796,0.21097465974929727,0.4176097899519178,False,0.01959071150310658
178,1.4339342720946022,0.2112518273389584,0.4176097899519178,False,0.019580184613304873
316,1.4267867719584046,0.2137864468650757,0.4200764188376776,False,0.01948449270655307
67,1.4257941210834955,0.2141405181965505,0.4200764188376776,False,0.019471200446863932
329,1.422934027280326,0.21516351347001705,0.4204722095291936,False,0.019432903673437075
330,1.4083607373912035,0.22044148064243163,0.4291484337981939,False,0.01923770289399236
380,1.4047264178639856,0.22177485901423477,0.4301088174821523,False,0.019189014071379122
198,1.3858551187910917,0.22880975758000624,0.4413725481663224,False,0.018936107804866546
422,1.383864048900924,0.2295629591686814,0.4413725481663224,False,0.01890941078640924
189,1.3813351880726987,0.23052263951971788,0.4413725481663224,False,0.018875512682726716
411,1.3799993749746193,0.23103094318080936,0.4413725481663224,False,0.01885760067193267
165,1.3731748529688188,0.2336426824072238,0.44470280071560814,False,0.01876610098100732
492,1.3655904072854184,0.2365745584207454,0.44851312673739485,False,0.01866438708156247
472,1.3634781629007806,0.23739659637858204,0.44851312673739485,False,0.018636048594836183
84,1.3589652690592566,0.2391610023396283,0.4501854161687121,False,0.01857551188775145
279,1.355447298461312,0.24054408844648287,0.451130305071792,False,0.01852831719108026
50,1.3520802091586175,0.24187416510454587,0.4512650056669965,False,0.018483142164858656
101,1.350807146087727,0.24237866515317194,0.4512650056669965,False,0.018466060257736453
311,1.3437948756479774,0.245173442930852,0.4548145028282472,False,0.018371959419347474
410,1.3387809796503436,0.2471883147398259,0.4553335024102981,False,0.018304663313640578
192,1.3386729922731773,0.24723186263684152,0.4553335024102981,False,0.018303213301934303
68,1.3314102897948745,0.25017547438317855,0.45910337951321656,False,0.018205722972704355
394,1.3222549653468119,0.2539278909937268,0.46432528638852905,False,0.018082796929722245
62,1.3093215174695603,0.2593086859829195,0.471018216148109,False,0.017909088382851393
507,1.3090372647880038,0.25942800186282566,0.471018216148109,False,0.017905272699958886
489,1.2994244043963479,0.2634899197124538,0.4755834203912623,False,0.01777612011004333
451,1.2986952089748645,0.2638001784982783,0.4755834203912623,False,0.017766324403767818
114,1.292547202344891,0.26642806545538256,0.4786356825023013,False,0.017683706901247473
182,1.2861151216859856,0.2692004631204206,0.4790357832249734,False,0.01759725482133896
86,1.2860477379344806,0.2692296326218257,0.4790357832249734,False,0.017596345731830925
35,1.2855212582277469,0.26945762806404755,0.4790357832249734,False,0.017589276713993504
326,1.2782092843648576,0.27264057945717474,0.4830172203531954,False,0.017490978686277848
120,1.2705433455073558,0.2760106875493808,0.4857807507445165,False,0.017387901781566642
225,1.2703456591106002,0.27609804388018416,0.4857807507445165,False,0.017385244679175092
284,1.2656846742018715,0.27816426424668067,0.48699602319223434,False,0.017322559782828244
371,1.2645008021102646,0.27869108358461847,0.48699602319223434,False,0.01730663880240005
92,1.2527993439893872,0.28394209226673073,0.49448418789308207,False,0.017149235254086282
146,1.2499704017384308,0.2852235799036856,0.4950321115616509,False,0.01711116879390593
203,1.2436654781756755,0.2880965451291765,0.4983291591423593,False,0.01702633051883544
89,1.2404374704262329,0.28957649619573983,0.4986594191874036,False,0.016982888092735342
57,1.239004662843326,0.2902353650739185,0.4986594191874036,False,0.01696360493097993
398,1.2331984183282954,0.292917737869879,0.5015848889276858,False,0.016885449240496977
44,1.2265694301161008,0.29600458618723186,0.5051811604262091,False,0.01679620722271943
208,1.2186063626887198,0.29974715337772656,0.5064572629869564,False,0.016688983588699403
426,1.217343954332068,0.3003439398665987,0.5064572629869564,False,0.016671985743212683
452,1.21503165022936,0.3014395152340993,0.5064572629869564,False,0.01664084052973034
421,1.2148898409008537,0.3015068086823102,0.5064572629869564,False,0.016638933943457973
164,1.2137690635314446,0.30203907891006104,0.5064572629869564,False,0.016623838388376513
351,1.2068648300372364,0.30533454245713415,0.5064572629869564,False,0.016530839061705355
223,1.2060406252636835,0.30572985083017024,0.5064572629869564,False,0.01651973837369227
139,1.20580751230059,0.3058417312659908,0.5064572629869564,False,0.016516599604565228
308,1.2054834613905234,0.3059973106604862,0.5064572629869564,False,0.016512232230489334
497,1.2041378022186067,0.30664404594913375,0.5064572629869564,False,0.01649410255611422
215,1.2009540542975445,0.3081785094801622,0.5073549738065692,False,0.016451206147086228
396,1.1975241322660453,0.3098384357028377,0.507553236007798,False,0.016404997198660856
32,1.1962823302013084,0.31044115619562307,0.507553236007798,False,0.016388268463541557
65,1.1945718319411371,0.31127288302040734,0.507553236007798,False,0.016365214547715834
357,1.1903741213058576,0.3133214857312466,0.5092717482361849,False,0.016308644988654936
295,1.1817080416988812,0.3175844375212147,0.5135135492042576,False,0.01619183981156422
7,1.1787531163854552,0.31904839079711095,0.5135135492042576,False,0.016152004948854368
58,1.177039701550628,0.3198996887897803,0.5135135492042576,False,0.01612890298209587
477,1.1751083294061917,0.32086141229614157,0.5135135492042576,False,0.016102866025971052
378,1.1749387378206986,0.32094596825266103,0.5135135492042576,False,0.016100580523089467
17,1.165875532493678,0.3254901768134468,0.5187801984312262,False,0.01597836562154373
202,1.1643418218065755,0.3262641091696384,0.5187801984312262,False,0.0159576800632705
53,1.1559910992609246,0.3305031621416549,0.52389355732671,False,0.015845047819717437
81,1.1523010188307556,0.3323899081211087,0.5238980557019101,False,0.015795270835700728
257,1.1519838282255883,0.33255247676390776,0.5238980557019101,False,0.015790990266818447
252,1.1465546901691714,0.33534459627806795,0.5244703678774507,False,0.015717732925825817
233,1.1456937981068458,0.33578899649806093,0.5244703678774507,False,0.015706120455277407
184,1.1453069680784755,0.33598882942149183,0.5244703678774507,False,0.015700901207690174
115,1.1372006596208497,0.34019757246841364,0.529426009434127,False,0.01559150402123307
325,1.129601567685734,0.34417958758915485,0.53399984498681,False,0.015488931633014598
147,1.1265988413256043,0.3457628317024963,0.5343939403014294,False,0.015448393117061067
441,1.122762446345295,0.34779371083797084,0.5343939403014294,False,0.015396599586918969
359,1.1218766375269533,0.3482639197556827,0.5343939403014294,False,0.015384638665302727
417,1.1212279842649162,0.34860854699351057,0.5343939403014294,False,0.015375877468307247
318,1.1138743003908718,0.35253364954347594,0.5387976972127154,False,0.015276573319656506
496,1.1067119988497618,0.35638862791198284,0.5430683853896882,False,0.015179838563216343
274,1.096307665937976,0.36204492513133024,0.5499052165634473,False,0.015039275252991102
342,1.0945202641337102,0.36302336562196325,0.5499052165634473,False,0.015015125613858477
484,1.0809837854308975,0.370497378034294,0.5590489533821456,False,0.014832182565495351
323,1.079643697161246,0.371243445605331,0.5590489533821456,False,0.014814064865969985
106,1.0738045761377697,0.3745071979541029,0.5623099277199434,False,0.014735123654886972
130,1.0623727853603662,0.38095786488420025,0.5703228854406741,False,0.014580540328730834
319,1.0569604037953946,0.3840400444299472,0.5732609409566559,False,0.014507332421183839
121,1.0453279743313868,0.3907254108663658,0.5808484765424006,False,0.014349967011362062
98,1.044175936017795,0.39139203985767224,0.5808484765424006,False,0.014334380843486639
142,1.0412864025823032,0.3930676633380159,0.581649259043538,False,0.014295277126447127
194,1.0375868259194305,0.3952205154704381,0.5831495790226637,False,0.01424521375957232
